time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0.44,1.00052,2.12017,-0.4327,1.02002,2.11113,-0.4336,1.0201,2.11109,-0.4336,1.02002,2.11113,-0.4336,0.0214991,0.0009,0.0215902,0.0009,0.0214995,0.0009
0.491,1.00109,2.11993,-0.4331,1.02117,2.1106,-0.4336,1.02126,2.11055,-0.4336,1.02117,2.1106,-0.4336,0.0221394,0.0005,0.0222378,0.0005,0.0221398,0.0005
0.502,1.00315,2.1192,-0.4343,1.02365,2.10945,-0.4336,1.02375,2.1094,-0.4336,1.02365,2.10945,-0.4336,0.0227037,0.0007,0.0228185,0.0007,0.0227042,0.0007
0.534,1.00357,2.11903,-0.4342,1.02383,2.10936,-0.4336,1.02393,2.10932,-0.4336,1.02383,2.10936,-0.4336,0.0224468,0.0006,0.022563,0.0006,0.0224474,0.0006
0.553,1.00502,2.11813,-0.4317,1.02649,2.10813,-0.4336,1.02661,2.10808,-0.4336,1.02649,2.10813,-0.4336,0.0236852,0.0019,0.0238207,0.0019,0.0236859,0.0019
0.581,1.00731,2.11673,-0.4293,1.0292,2.10688,-0.4336,1.02934,2.10681,-0.4336,1.0292,2.10688,-0.4336,0.0240094,0.0043,0.0241659,0.0043,0.0240102,0.0043
0.645,1.01086,2.11567,-0.4323,1.0324,2.1054,-0.4336,1.03257,2.10532,-0.4336,1.0324,2.1054,-0.4336,0.0238641,0.0013,0.0240493,0.0013,0.0238652,0.0013
0.696,1.01493,2.1142,-0.4391,1.03391,2.1047,-0.4336,1.03409,2.10461,-0.4336,1.03391,2.1047,-0.4336,0.021224,0.0055,0.0214237,0.0055,0.0212252,0.0055
0.716,1.01533,2.11383,-0.4394,1.03638,2.10355,-0.4336,1.03658,2.10346,-0.4336,1.03638,2.10355,-0.4336,0.0234199,0.0058,0.0236441,0.0058,0.0234213,0.0058
0.757,1.01627,2.11263,-0.4364,1.03885,2.10241,-0.4336,1.03907,2.10231,-0.4336,1.03885,2.10241,-0.4336,0.0247863,0.0028,0.0250362,0.0028,0.0247878,0.0028
0.786,1.01657,2.11245,-0.4353,1.03897,2.10236,-0.4336,1.03919,2.10225,-0.4336,1.03897,2.10235,-0.4336,0.0245619,0.0017,0.0248131,0.0017,0.0245635,0.0017
0.798,1.01926,2.11167,-0.4325,1.03987,2.10194,-0.4336,1.04011,2.10183,-0.4336,1.03987,2.10194,-0.4336,0.022792,0.0011,0.0230531,0.0011,0.0227936,0.0011
0.819,1.02022,2.11141,-0.4324,1.04113,2.10135,-0.4336,1.04138,2.10124,-0.4336,1.04114,2.10135,-0.4336,0.0232093,0.0012,0.0234843,0.0012,0.0232111,0.0012
0.829,1.02389,2.11011,-0.4357,1.04324,2.10038,-0.4336,1.04351,2.10025,-0.4336,1.04324,2.10038,-0.4336,0.021663,0.0021,0.0219614,0.0021,0.021665,0.0021
0.87,1.02454,2.10974,-0.4368,1.04565,2.09926,-0.4336,1.04594,2.09913,-0.4336,1.04565,2.09926,-0.4336,0.0235672,0.0032,0.0238937,0.0032,0.0235694,0.0032
0.899,1.02598,2.10859,-0.4394,1.04625,2.09898,-0.4336,1.04655,2.09884,-0.4336,1.04625,2.09898,-0.4336,0.022428,0.0058,0.0227619,0.0058,0.0224302,0.0058
0.921,1.02625,2.10834,-0.4389,1.04895,2.09773,-0.4336,1.04929,2.09758,-0.4336,1.04896,2.09773,-0.4336,0.0250647,0.0053,0.0254319,0.0053,0.0250672,0.0053
0.962,1.02811,2.10745,-0.4339,1.04949,2.09748,-0.4336,1.04983,2.09732,-0.4336,1.0495,2.09748,-0.4336,0.0235984,0.0003,0.0239726,0.0003,0.023601,0.0003
0.982,1.02884,2.10719,-0.433,1.05142,2.09659,-0.4336,1.05178,2.09642,-0.4336,1.05142,2.09659,-0.4336,0.0249409,0.0006,0.0253402,0.0006,0.0249437,0.0006
1.003,1.03133,2.10638,-0.4324,1.05268,2.09601,-0.4336,1.05306,2.09583,-0.4336,1.05268,2.09601,-0.4336,0.0237386,0.0012,0.0241545,0.0012,0.0237415,0.0012
1.016,1.03214,2.10612,-0.433,1.05292,2.0959,-0.4336,1.0533,2.09572,-0.4336,1.05292,2.09589,-0.4336,0.0231638,0.0006,0.0235829,0.0006,0.0231668,0.0006
1.034,1.03802,2.10291,-0.434,1.05815,2.09348,-0.4336,1.05859,2.09327,-0.4336,1.05815,2.09347,-0.4336,0.0222252,0.0004,0.0227146,0.0004,0.0222286,0.0004
1.119,1.0385,2.10257,-0.433,1.0594,2.09289,-0.4336,1.05987,2.09268,-0.4336,1.05941,2.09289,-0.4336,0.0230375,0.0006,0.0235476,0.0006,0.0230411,0.0006
1.14,1.04468,2.10079,-0.435,1.0642,2.09067,-0.4336,1.06473,2.09043,-0.4336,1.0642,2.09067,-0.4336,0.0219748,0.0014,0.0225639,0.0014,0.0219791,0.0014
1.261,1.04736,2.09877,-0.4332,1.06736,2.08921,-0.4336,1.06795,2.08894,-0.4336,1.06737,2.08921,-0.4336,0.0221678,0.0004,0.0228186,0.0004,0.0221727,0.0004
1.272,1.04772,2.09838,-0.4326,1.06748,2.08915,-0.4336,1.06807,2.08888,-0.4336,1.06749,2.08915,-0.4336,0.0218046,0.001,0.0224578,0.001,0.0218095,0.001
1.282,1.05051,2.09713,-0.4304,1.07041,2.0878,-0.4336,1.07105,2.0875,-0.4336,1.07041,2.0878,-0.4336,0.0219807,0.0032,0.0226932,0.0032,0.0219862,0.0032
1.343,1.05407,2.09629,-0.432,1.07273,2.08672,-0.4336,1.07342,2.0864,-0.4336,1.07274,2.08672,-0.4336,0.0209716,0.0016,0.0217331,0.0016,0.0209775,0.0016
1.362,1.05486,2.09596,-0.4326,1.07345,2.08639,-0.4336,1.07415,2.08606,-0.4336,1.07345,2.08639,-0.4336,0.0209066,0.001,0.0216836,0.001,0.0209126,0.001
1.395,1.05693,2.09442,-0.4334,1.07619,2.08512,-0.4336,1.07695,2.08477,-0.4336,1.0762,2.08512,-0.4336,0.0213873,0.0002,0.0222246,0.0002,0.0213938,0.0002
1.42,1.05726,2.09404,-0.4331,1.07631,2.08507,-0.4336,1.07707,2.08471,-0.4336,1.07632,2.08506,-0.4336,0.021054,0.0005,0.0218941,0.0005,0.0210605,0.0005
1.445,1.05989,2.09246,-0.4279,1.07911,2.08377,-0.4336,1.07993,2.08339,-0.4336,1.07912,2.08377,-0.4336,0.0210977,0.0057,0.0220004,0.0057,0.0211047,0.0057
1.486,1.06075,2.09221,-0.4274,1.08126,2.08278,-0.4336,1.08212,2.08238,-0.4336,1.08126,2.08277,-0.4336,0.0225729,0.0062,0.0235247,0.0062,0.0225803,0.0062
1.516,1.06447,2.09131,-0.4304,1.08251,2.0822,-0.4336,1.0834,2.08179,-0.4336,1.08251,2.08219,-0.4336,0.0202086,0.0032,0.0211889,0.0032,0.0202162,0.0032
1.537,1.06774,2.08912,-0.4322,1.0856,2.08076,-0.4336,1.08656,2.08032,-0.4336,1.08561,2.08076,-0.4336,0.0197197,0.0014,0.0207729,0.0014,0.0197278,0.0014
1.597,1.06817,2.0887,-0.4309,1.08768,2.0798,-0.4336,1.08869,2.07934,-0.4336,1.08769,2.0798,-0.4336,0.0214502,0.0027,0.0225542,0.0027,0.0214586,0.0027
1.618,1.07023,2.08746,-0.4272,1.08887,2.07925,-0.4336,1.0899,2.07877,-0.4336,1.08888,2.07925,-0.4336,0.0203704,0.0064,0.0215037,0.0064,0.020379,0.0064
1.633,1.07091,2.08728,-0.4272,1.08965,2.07889,-0.4336,1.09069,2.07841,-0.4336,1.08965,2.07889,-0.4336,0.0205285,0.0064,0.0216811,0.0064,0.0205373,0.0064
1.658,1.07389,2.0868,-0.4305,1.09202,2.07779,-0.4336,1.09312,2.07728,-0.4336,1.09203,2.07779,-0.4336,0.020248,0.0031,0.0214595,0.0031,0.0202571,0.0031
1.686,1.07464,2.08661,-0.4314,1.09226,2.07768,-0.4336,1.09337,2.07717,-0.4336,1.09227,2.07768,-0.4336,0.0197582,0.0022,0.0209755,0.0022,0.0197674,0.0022
1.709,1.07711,2.08508,-0.4322,1.09535,2.07625,-0.4336,1.09653,2.0757,-0.4336,1.09536,2.07625,-0.4336,0.0202705,0.0014,0.0215671,0.0014,0.0202801,0.0014
1.76,1.07971,2.08284,-0.4285,1.0982,2.07493,-0.4336,1.09945,2.07435,-0.4336,1.09821,2.07493,-0.4336,0.0201179,0.0051,0.0214888,0.0051,0.020128,0.0051
1.801,1.08026,2.08267,-0.4282,1.10022,2.074,-0.4336,1.10151,2.0734,-0.4336,1.10023,2.07399,-0.4336,0.021765,0.0054,0.0231902,0.0054,0.0217754,0.0054
1.831,1.08348,2.08213,-0.429,1.10153,2.07339,-0.4336,1.10285,2.07278,-0.4336,1.10154,2.07339,-0.4336,0.0200484,0.0046,0.0215092,0.0046,0.0200591,0.0046
1.862,1.08751,2.08053,-0.4322,1.10455,2.07199,-0.4336,1.10595,2.07134,-0.4336,1.10456,2.07199,-0.4336,0.0190629,0.0014,0.0206059,0.0014,0.0190741,0.0014
1.923,1.08952,2.07828,-0.4293,1.10912,2.06988,-0.4336,1.11063,2.06917,-0.4336,1.10913,2.06987,-0.4336,0.021319,0.0043,0.0229907,0.0043,0.0213309,0.0043
1.974,1.09002,2.07803,-0.4281,1.10929,2.06979,-0.4336,1.11082,2.06909,-0.4336,1.10931,2.06979,-0.4336,0.0209621,0.0055,0.022639,0.0055,0.0209741,0.0055
1.994,1.09326,2.07737,-0.4267,1.11036,2.0693,-0.4336,1.11191,2.06858,-0.4336,1.11037,2.0693,-0.4336,0.018907,0.0069,0.0206163,0.0069,0.0189193,0.0069
2.004,1.09422,2.07719,-0.4274,1.11143,2.06881,-0.4336,1.11301,2.06808,-0.4336,1.11144,2.0688,-0.4336,0.019133,0.0062,0.0208737,0.0062,0.0191454,0.0062
2.025,1.09747,2.07597,-0.4315,1.11379,2.06771,-0.4336,1.11544,2.06695,-0.4336,1.1138,2.06771,-0.4336,0.0182952,0.0021,0.0201061,0.0021,0.0183081,0.0021
2.065,1.09961,2.07377,-0.4302,1.11675,2.06634,-0.4336,1.11848,2.06554,-0.4336,1.11676,2.06634,-0.4336,0.0186837,0.0034,0.0205853,0.0034,0.0186972,0.0034
2.116,1.10237,2.07264,-0.4264,1.11953,2.06506,-0.4336,1.12133,2.06422,-0.4336,1.11954,2.06505,-0.4336,0.0187606,0.0072,0.0207496,0.0072,0.0187746,0.0072
2.167,1.10313,2.07263,-0.427,1.12225,2.0638,-0.4336,1.12413,2.06293,-0.4336,1.12226,2.06379,-0.4336,0.0210543,0.0066,0.023131,0.0066,0.0210689,0.0066
2.228,1.10951,2.06971,-0.4307,1.12555,2.06227,-0.4336,1.12754,2.06135,-0.4336,1.12557,2.06226,-0.4336,0.017681,0.0029,0.0198663,0.0029,0.0176964,0.0029
2.258,1.10989,2.06922,-0.43,1.12591,2.0621,-0.4336,1.1279,2.06118,-0.4336,1.12592,2.0621,-0.4336,0.0175225,0.0036,0.0197192,0.0036,0.0175379,0.0036
2.279,1.11188,2.06801,-0.4272,1.12839,2.06096,-0.4336,1.13045,2.06,-0.4336,1.1284,2.06095,-0.4336,0.0179482,0.0064,0.0202269,0.0064,0.0179641,0.0064
2.329,1.11251,2.06799,-0.4275,1.13086,2.05981,-0.4336,1.13301,2.05882,-0.4336,1.13088,2.0598,-0.4336,0.0200967,0.0061,0.0224604,0.0061,0.0201133,0.0061
2.38,1.11749,2.06695,-0.432,1.13416,2.05828,-0.4336,1.13641,2.05724,-0.4336,1.13418,2.05827,-0.4336,0.0187943,0.0016,0.02127,0.0016,0.0188117,0.0016
2.42,1.11946,2.06491,-0.4311,1.1354,2.05771,-0.4336,1.13769,2.05665,-0.4336,1.13542,2.0577,-0.4336,0.0174947,0.0025,0.0200161,0.0025,0.0175124,0.0025
2.429,1.11977,2.06445,-0.4304,1.13581,2.05752,-0.4336,1.13812,2.05645,-0.4336,1.13583,2.05751,-0.4336,0.0174777,0.0032,0.0200129,0.0032,0.0174954,0.0032
2.451,1.12242,2.06333,-0.428,1.1397,2.05572,-0.4336,1.14213,2.05459,-0.4336,1.13972,2.05571,-0.4336,0.0188891,0.0056,0.0215621,0.0056,0.0189078,0.0056
2.512,1.1276,2.06218,-0.4319,1.14235,2.05449,-0.4336,1.14486,2.05333,-0.4336,1.14237,2.05448,-0.4336,0.0166312,0.0017,0.0193996,0.0017,0.0166506,0.0017
2.547,1.12819,2.06177,-0.4323,1.14253,2.05441,-0.4336,1.14505,2.05324,-0.4336,1.14254,2.0544,-0.4336,0.0161164,0.0013,0.018892,0.0013,0.0161358,0.0013
2.562,1.12979,2.05996,-0.4308,1.14552,2.05302,-0.4336,1.14815,2.05181,-0.4336,1.14554,2.05301,-0.4336,0.0171978,0.0028,0.020088,0.0028,0.0172182,0.0028
2.601,1.13018,2.05953,-0.4298,1.1457,2.05294,-0.4336,1.14833,2.05172,-0.4336,1.14572,2.05293,-0.4336,0.016862,0.0038,0.019758,0.0038,0.0168823,0.0038
2.623,1.13325,2.0584,-0.4274,1.14834,2.05172,-0.4336,1.15107,2.05045,-0.4336,1.14836,2.05171,-0.4336,0.0165094,0.0062,0.0195084,0.0062,0.0165305,0.0062
2.674,1.13402,2.05833,-0.428,1.15034,2.05079,-0.4336,1.15313,2.0495,-0.4336,1.15036,2.05078,-0.4336,0.0179814,0.0056,0.0210589,0.0056,0.0180031,0.0056
2.694,1.13688,2.05778,-0.4327,1.15163,2.05019,-0.4336,1.15447,2.04888,-0.4336,1.15165,2.05018,-0.4336,0.0165894,0.0009,0.0197156,0.0009,0.0166115,0.0009
2.724,1.1396,2.05561,-0.4319,1.1548,2.04873,-0.4336,1.15775,2.04736,-0.4336,1.15482,2.04872,-0.4336,0.016688,0.0017,0.0199422,0.0017,0.0167111,0.0017
2.775,1.14219,2.05387,-0.4286,1.15779,2.04734,-0.4336,1.16085,2.04592,-0.4336,1.15781,2.04733,-0.4336,0.0169139,0.005,0.0202875,0.005,0.0169378,0.005
2.826,1.14278,2.05384,-0.4291,1.1599,2.04636,-0.4336,1.16304,2.04491,-0.4336,1.15992,2.04635,-0.4336,0.0186806,0.0045,0.0221426,0.0045,0.0187051,0.0045
2.866,1.14689,2.05309,-0.4321,1.16131,2.04571,-0.4336,1.1645,2.04423,-0.4336,1.16133,2.0457,-0.4336,0.0161929,0.0015,0.019712,0.0015,0.0162179,0.0015
2.887,1.14768,2.05272,-0.4324,1.16377,2.04457,-0.4336,1.16706,2.04305,-0.4336,1.16379,2.04456,-0.4336,0.0180346,0.0012,0.021657,0.0012,0.0180604,0.0012
2.937,1.15006,2.05047,-0.4317,1.16629,2.04341,-0.4336,1.16967,2.04184,-0.4336,1.16631,2.0434,-0.4336,0.0176956,0.0019,0.0214257,0.0019,0.0177222,0.0019
2.968,1.1515,2.0495,-0.4295,1.16757,2.04281,-0.4336,1.17101,2.04122,-0.4336,1.1676,2.0428,-0.4336,0.0174046,0.0041,0.0211881,0.0041,0.0174316,0.0041
2.998,1.1566,2.0482,-0.4283,1.17067,2.04138,-0.4336,1.17423,2.03973,-0.4336,1.1707,2.04136,-0.4336,0.0156447,0.0053,0.0195631,0.0053,0.0156727,0.0053
3.049,1.15747,2.04783,-0.429,1.17272,2.04043,-0.4336,1.17636,2.03874,-0.4336,1.17275,2.04042,-0.4336,0.0169488,0.0046,0.0209564,0.0046,0.0169775,0.0046
3.079,1.16013,2.04616,-0.4316,1.17395,2.03986,-0.4336,1.17764,2.03815,-0.4336,1.17398,2.03985,-0.4336,0.0151887,0.002,0.0192507,0.002,0.0152178,0.002
3.086,1.1606,2.04574,-0.4316,1.17412,2.03978,-0.4336,1.17782,2.03807,-0.4336,1.17415,2.03977,-0.4336,0.0147808,0.002,0.01885,0.002,0.01481,0.002
3.1,1.16296,2.04417,-0.4283,1.17728,2.03832,-0.4336,1.1811,2.03655,-0.4336,1.17731,2.0383,-0.4336,0.0154757,0.0053,0.0196811,0.0053,0.0155059,0.0053
3.15,1.16357,2.04401,-0.4279,1.17915,2.03745,-0.4336,1.18305,2.03565,-0.4336,1.17918,2.03744,-0.4336,0.0169023,0.0057,0.0211934,0.0057,0.0169332,0.0057
3.191,1.16717,2.04357,-0.4311,1.18049,2.03683,-0.4336,1.18445,2.035,-0.4336,1.18052,2.03682,-0.4336,0.0149353,0.0025,0.0192877,0.0025,0.0149666,0.0025
3.211,1.16784,2.04336,-0.4319,1.183,2.03567,-0.4336,1.18706,2.03379,-0.4336,1.18303,2.03565,-0.4336,0.0170016,0.0017,0.0214687,0.0017,0.0170339,0.0017
3.251,1.17007,2.04156,-0.4306,1.18365,2.03537,-0.4336,1.18773,2.03348,-0.4336,1.18368,2.03536,-0.4336,0.0149191,0.003,0.019418,0.003,0.0149515,0.003
3.272,1.17273,2.03925,-0.4257,1.18615,2.03421,-0.4336,1.19034,2.03227,-0.4336,1.18618,2.0342,-0.4336,0.0143344,0.0079,0.0189403,0.0079,0.0143676,0.0079
3.305,1.17337,2.0391,-0.4258,1.18656,2.03402,-0.4336,1.19077,2.03207,-0.4336,1.18659,2.03401,-0.4336,0.0141316,0.0078,0.0187588,0.0078,0.014165,0.0078
3.333,1.17709,2.03914,-0.4329,1.18959,2.03262,-0.4336,1.19393,2.03061,-0.4336,1.18963,2.0326,-0.4336,0.0141033,0.0007,0.0188772,0.0007,0.0141378,0.0007
3.383,1.18035,2.03671,-0.4313,1.19431,2.03043,-0.4336,1.19885,2.02833,-0.4336,1.19435,2.03042,-0.4336,0.0153079,0.0023,0.0203117,0.0023,0.0153442,0.0023
3.445,1.18064,2.03621,-0.4301,1.19449,2.03035,-0.4336,1.19904,2.02824,-0.4336,1.19452,2.03034,-0.4336,0.0150396,0.0035,0.0200502,0.0035,0.0150758,0.0035
3.464,1.183,2.03497,-0.4277,1.19699,2.02919,-0.4336,1.20165,2.02703,-0.4336,1.19702,2.02918,-0.4336,0.0151301,0.0059,0.020265,0.0059,0.0151673,0.0059
3.515,1.18828,2.03416,-0.4336,1.2003,2.02766,-0.4336,1.20512,2.02543,-0.4336,1.20034,2.02764,-0.4336,0.0136643,0,0.0189633,0,0.0137026,1.11022e-16
3.566,1.19044,2.0321,-0.4344,1.20263,2.02658,-0.4336,1.20755,2.0243,-0.4336,1.20266,2.02657,-0.4336,0.0133783,0.0008,0.0188043,0.0008,0.0134176,0.0008
3.606,1.19066,2.03171,-0.4334,1.20489,2.02554,-0.4336,1.20992,2.02321,-0.4336,1.20493,2.02552,-0.4336,0.0155075,0.0002,0.0210502,0.0002,0.0155477,0.0002
3.637,1.19258,2.03059,-0.4274,1.20553,2.02524,-0.4336,1.21059,2.0229,-0.4336,1.20556,2.02522,-0.4336,0.0140058,0.0062,0.0195796,0.0062,0.0140462,0.0062
3.657,1.1934,2.03046,-0.4268,1.20808,2.02406,-0.4336,1.21326,2.02166,-0.4336,1.20812,2.02404,-0.4336,0.0160196,0.0068,0.0217299,0.0068,0.016061,0.0068
3.708,1.19787,2.02979,-0.4338,1.20976,2.02328,-0.4336,1.21503,2.02084,-0.4336,1.2098,2.02326,-0.4336,0.0135576,0.0002,0.0193489,0.0002,0.0135995,0.0002
3.718,1.2005,2.02778,-0.4375,1.21214,2.02218,-0.4336,1.21752,2.01969,-0.4336,1.21218,2.02216,-0.4336,0.0129216,0.0039,0.0188483,0.0039,0.0129645,0.0039
3.769,1.20085,2.02731,-0.4363,1.21336,2.02161,-0.4336,1.2188,2.0191,-0.4336,1.2134,2.0216,-0.4336,0.0137447,0.0027,0.0197375,0.0027,0.0137881,0.0027
3.779,1.20338,2.02594,-0.4309,1.2155,2.02062,-0.4336,1.22105,2.01805,-0.4336,1.21554,2.0206,-0.4336,0.0132355,0.0027,0.0193435,0.0027,0.0132797,0.0027
3.83,1.20414,2.02587,-0.4311,1.21794,2.0195,-0.4336,1.2236,2.01687,-0.4336,1.21798,2.01948,-0.4336,0.015193,0.0025,0.0214351,0.0025,0.0152381,0.0025
3.861,1.20837,2.02497,-0.4365,1.22043,2.01834,-0.4336,1.22621,2.01566,-0.4336,1.22047,2.01832,-0.4336,0.0137601,0.0029,0.0201293,0.0029,0.0138061,0.0029
3.911,1.21126,2.02252,-0.4366,1.22216,2.01754,-0.4336,1.22804,2.01482,-0.4336,1.2222,2.01752,-0.4336,0.0119866,0.003,0.0184634,0.003,0.0120334,0.003
3.942,1.21156,2.02221,-0.4357,1.22442,2.01649,-0.4336,1.23041,2.01372,-0.4336,1.22446,2.01647,-0.4336,0.014068,0.0021,0.0206712,0.0021,0.0141157,0.0021
3.972,1.21351,2.02147,-0.433,1.22685,2.01537,-0.4336,1.23296,2.01254,-0.4336,1.22689,2.01535,-0.4336,0.0146653,0.0006,0.0214065,0.0006,0.0147139,0.0006
4.033,1.21878,2.02002,-0.4334,1.22881,2.01446,-0.4336,1.23503,2.01158,-0.4336,1.22886,2.01444,-0.4336,0.0114729,0.0002,0.0183156,0.0002,0.0115221,0.0002
4.054,1.21953,2.0196,-0.4341,1.23101,2.01344,-0.4336,1.23734,2.01051,-0.4336,1.23105,2.01342,-0.4336,0.0130205,0.0005,0.0199934,0.0005,0.0130706,0.0005
4.094,1.22198,2.01768,-0.4358,1.23332,2.01237,-0.4336,1.23977,2.00938,-0.4336,1.23336,2.01235,-0.4336,0.0125118,0.0022,0.0196268,0.0022,0.0125629,0.0022
4.118,1.22233,2.0174,-0.4355,1.23349,2.01229,-0.4336,1.23996,2.0093,-0.4336,1.23354,2.01227,-0.4336,0.0122684,0.0019,0.0193934,0.0019,0.0123196,0.0019
4.135,1.22512,2.01632,-0.4313,1.23609,2.01109,-0.4336,1.24269,2.00803,-0.4336,1.23613,2.01107,-0.4336,0.0121539,0.0023,0.0194309,0.0023,0.0122061,0.0023
4.186,1.22979,2.01476,-0.4327,1.23978,2.00938,-0.4336,1.24658,2.00623,-0.4336,1.23983,2.00936,-0.4336,0.0113442,0.0009,0.018832,0.0009,0.0113977,0.0009
4.257,1.23274,2.01246,-0.432,1.24278,2.00799,-0.4336,1.24974,2.00477,-0.4336,1.24283,2.00797,-0.4336,0.0109909,0.0016,0.0186679,0.0016,0.0110457,0.0016
4.297,1.23326,2.01212,-0.4308,1.24479,2.00706,-0.4336,1.25187,2.00378,-0.4336,1.24484,2.00704,-0.4336,0.0125936,0.0028,0.0203932,0.0028,0.0126491,0.0028
4.328,1.23651,2.01111,-0.4289,1.24618,2.00642,-0.4336,1.25333,2.00311,-0.4336,1.24623,2.0064,-0.4336,0.0107367,0.0047,0.0186215,0.0047,0.0107928,0.0047
4.369,1.23725,2.011,-0.4299,1.24865,2.00527,-0.4336,1.25595,2.0019,-0.4336,1.2487,2.00525,-0.4336,0.0127554,0.0037,0.0207911,0.0037,0.0128125,0.0037
4.409,1.24059,2.00973,-0.4328,1.25113,2.00413,-0.4336,1.25856,2.00069,-0.4336,1.25118,2.0041,-0.4336,0.0119314,0.0008,0.0201161,0.0008,0.0119894,0.0008
4.427,1.2426,2.00773,-0.4302,1.25187,2.00378,-0.4336,1.25935,2.00032,-0.4336,1.25193,2.00376,-0.4336,0.0100775,0.0034,0.0183143,0.0034,0.0101359,0.0034
4.46,1.24311,2.00728,-0.4296,1.25314,2.0032,-0.4336,1.26069,1.9997,-0.4336,1.25319,2.00317,-0.4336,0.0108306,0.004,0.0191436,0.004,0.0108894,0.004
4.47,1.24638,2.00637,-0.4303,1.25504,2.00232,-0.4336,1.26269,1.99877,-0.4336,1.25509,2.00229,-0.4336,0.00956385,0.0033,0.0180014,0.0033,0.00962347,0.0033
4.511,1.24716,2.0063,-0.4312,1.25757,2.00115,-0.4336,1.26537,1.99753,-0.4336,1.25762,2.00112,-0.4336,0.0116186,0.0024,0.0202147,0.0024,0.0116792,0.0024
4.552,1.25125,2.00439,-0.432,1.25964,2.00019,-0.4336,1.26756,1.99652,-0.4336,1.25969,2.00016,-0.4336,0.00938344,0.0016,0.0181112,0.0016,0.00944484,0.0016
4.582,1.2532,2.00258,-0.4299,1.26303,1.99862,-0.4336,1.27115,1.99486,-0.4336,1.26308,1.99859,-0.4336,0.0105923,0.0037,0.019534,0.0037,0.0106549,0.0037
